step,epoch,loss,learning_rate
115,2,0.07356519997,9.999999747e-05
116,2,0.0316558294,9.999999747e-05
117,2,0.01923822984,9.999999747e-05
118,2,0.2415881604,9.999999747e-05
119,2,0.3779895902,9.999999747e-05
120,2,0.08839957416,9.999999747e-05
121,2,0.3618293703,9.999999747e-05
122,2,0.09360196441,9.999999747e-05
123,2,0.4054170549,9.999999747e-05
124,2,0.006427365355,9.999999747e-05
125,2,0.003042343538,9.999999747e-05
126,2,0.08511799574,9.999999747e-05
127,2,0.2460869998,9.999999747e-05
128,2,0.2514272332,9.999999747e-05
129,2,0.08709672093,9.999999747e-05
130,2,0.2166055292,9.999999747e-05
131,2,0.002432008274,9.999999747e-05
132,2,0.2940611541,9.999999747e-05
133,2,0.0118391905,9.999999747e-05
134,2,0.1520424634,9.999999747e-05
135,2,0.1235558391,9.999999747e-05
136,2,0.01734421588,9.999999747e-05
137,2,0.005340995267,9.999999747e-05
138,2,0.002067156602,9.999999747e-05
139,2,0.05584235489,9.999999747e-05
140,2,0.1294455677,9.999999747e-05
141,2,0.1178514585,9.999999747e-05
142,2,0.1894102991,9.999999747e-05
143,2,0.04179215804,9.999999747e-05
144,2,0.3265187442,9.999999747e-05
145,2,0.0410951972,9.999999747e-05
146,2,0.1283767521,9.999999747e-05
147,2,0.02377876826,9.999999747e-05
148,2,0.01301127579,9.999999747e-05
149,2,0.003903155215,9.999999747e-05
150,2,0.04952468723,9.999999747e-05
151,2,0.0365133062,9.999999747e-05
152,2,0.1110440493,9.999999747e-05
153,3,0.01280927286,9.999999747e-05
154,3,0.04234322533,9.999999747e-05
155,3,0.12610057,9.999999747e-05
156,3,0.3021862507,9.999999747e-05
157,3,0.4482746124,9.999999747e-05
158,3,0.002490320476,9.999999747e-05
159,3,0.02671329305,9.999999747e-05
160,3,0.5708343983,9.999999747e-05
161,3,0.3343704045,9.999999747e-05
162,3,0.08751302958,9.999999747e-05
163,3,0.2342689782,9.999999747e-05
164,3,0.1637269855,9.999999747e-05
165,3,0.02039162442,9.999999747e-05
166,3,0.04676862434,9.999999747e-05
167,3,0.4506537616,9.999999747e-05
168,3,0.4083654284,9.999999747e-05
169,3,0.01235446241,9.999999747e-05
170,3,0.2585912943,9.999999747e-05
171,3,0.06601760536,9.999999747e-05
172,3,0.06627570838,9.999999747e-05
173,3,0.205814749,9.999999747e-05
174,3,0.03273246437,9.999999747e-05
175,3,0.3191737533,9.999999747e-05
176,3,0.06300909817,9.999999747e-05
177,3,0.03146014363,9.999999747e-05
178,3,0.3193313181,9.999999747e-05
179,3,0.237553224,9.999999747e-05
180,3,0.007646042388,9.999999747e-05
181,3,0.01672509871,9.999999747e-05
182,3,0.04355361685,9.999999747e-05
183,3,0.06522507966,9.999999747e-05
184,3,0.002494515851,9.999999747e-05
185,3,0.02039739676,9.999999747e-05
186,3,0.2784372568,9.999999747e-05
187,3,0.2179809958,9.999999747e-05
188,3,0.3164575696,9.999999747e-05
189,3,0.7775909305,9.999999747e-05
190,3,0.06274687499,9.999999747e-05
191,3,0.004285434261,9.999999747e-05
192,3,0.064665474,9.999999747e-05
193,3,0.129458487,9.999999747e-05
194,3,0.2344198674,9.999999747e-05
195,3,0.005059347954,9.999999747e-05
196,3,0.792483449,9.999999747e-05
197,3,0.004723755177,9.999999747e-05
198,3,0.02209114097,9.999999747e-05
199,3,0.2581990361,9.999999747e-05
200,3,0.004561716691,9.999999747e-05
201,3,0.9621204138,9.999999747e-05
202,3,0.003852146445,9.999999747e-05
203,3,0.4785690904,9.999999747e-05
204,3,0.01385586988,9.999999747e-05
205,3,0.004696678836,9.999999747e-05
206,3,0.1100620851,9.999999747e-05
207,3,0.04123785719,9.999999747e-05
208,3,0.1951158345,9.999999747e-05
209,3,0.5805743933,9.999999747e-05
210,3,0.1799762696,9.999999747e-05
211,3,0.3651018143,9.999999747e-05
212,3,0.03931955248,9.999999747e-05
213,3,0.004498221911,9.999999747e-05
214,3,0.009740752168,9.999999747e-05
215,3,0.2092795074,9.999999747e-05
216,3,0.09220037609,9.999999747e-05
217,3,0.005057572387,9.999999747e-05
218,3,0.02147536725,9.999999747e-05
219,3,0.06502920389,9.999999747e-05
220,3,0.4460826516,9.999999747e-05
221,3,0.004264440853,9.999999747e-05
222,3,0.0676644519,9.999999747e-05
223,3,0.08878588676,9.999999747e-05
224,3,0.497171104,9.999999747e-05
225,3,0.1875414401,9.999999747e-05
226,3,0.05452996492,9.999999747e-05
227,3,0.1357668936,9.999999747e-05
228,3,0.1645671725,9.999999747e-05
229,4,0.3300684392,9.999999747e-05
230,4,0.006778357551,9.999999747e-05
231,4,0.6616871357,9.999999747e-05
232,4,0.06262905896,9.999999747e-05
233,4,0.007104151882,9.999999747e-05
234,4,0.07062718272,9.999999747e-05
235,4,0.6336175799,9.999999747e-05
236,4,0.02790681832,9.999999747e-05
237,4,0.04093341902,9.999999747e-05
238,4,0.4174936414,9.999999747e-05
239,4,0.04058618844,9.999999747e-05
240,4,0.7342392206,9.999999747e-05
241,4,0.08632137626,9.999999747e-05
242,4,0.001651659608,9.999999747e-05
243,4,0.1667507291,9.999999747e-05
244,4,0.02074392699,9.999999747e-05
245,4,0.4226546586,9.999999747e-05
246,4,0.002542716218,9.999999747e-05
247,4,0.05471014977,9.999999747e-05
248,4,0.4818471968,9.999999747e-05
249,4,0.5033079982,9.999999747e-05
250,4,0.3607077003,9.999999747e-05
251,4,0.3669686615,9.999999747e-05
252,4,0.004413920455,9.999999747e-05
253,4,0.1231893823,9.999999747e-05
254,4,0.4659805298,9.999999747e-05
255,4,0.3902112246,9.999999747e-05
256,4,0.1848412156,9.999999747e-05
257,4,0.2684803903,9.999999747e-05
258,4,0.1036323681,9.999999747e-05
259,4,0.05872580037,9.999999747e-05
260,4,0.05311976001,9.999999747e-05
261,4,0.0989073813,9.999999747e-05
262,4,0.004154068884,9.999999747e-05
263,4,0.132383883,9.999999747e-05
264,4,0.07425703853,9.999999747e-05
265,4,0.313567996,9.999999747e-05
266,4,0.1563065201,9.999999747e-05
267,4,0.2442874461,9.999999747e-05
268,4,0.2719865441,9.999999747e-05
269,4,0.001782544074,9.999999747e-05
270,4,0.2808449268,9.999999747e-05
271,4,0.06905657053,9.999999747e-05
272,4,0.007201950997,9.999999747e-05
273,4,0.01072212774,9.999999747e-05
274,4,0.02518929169,9.999999747e-05
275,4,0.5482236743,9.999999747e-05
276,4,0.1611282527,9.999999747e-05
277,4,0.02126835473,9.999999747e-05
278,4,0.5458515286,9.999999747e-05
279,4,0.09979585558,9.999999747e-05
280,4,0.3517898023,9.999999747e-05
281,4,0.004150899127,9.999999747e-05
282,4,0.2419796735,9.999999747e-05
283,4,0.02395725809,9.999999747e-05
284,4,0.004640052561,9.999999747e-05
285,4,0.6265891194,9.999999747e-05
286,4,0.03724525869,9.999999747e-05
287,4,0.4739764035,9.999999747e-05
288,4,0.1542655975,9.999999747e-05
289,4,0.2827405035,9.999999747e-05
290,4,0.02455594018,9.999999747e-05
291,4,0.005513489246,9.999999747e-05
292,4,0.01629242115,9.999999747e-05
293,4,0.3781728745,9.999999747e-05
294,4,0.009630836546,9.999999747e-05
295,4,0.01518842857,9.999999747e-05
296,4,0.2170842886,9.999999747e-05
297,4,0.1958231181,9.999999747e-05
298,4,0.236167714,9.999999747e-05
299,4,0.01045053266,9.999999747e-05
300,4,0.007942380384,9.999999747e-05
301,4,0.02736212313,9.999999747e-05
302,4,0.02203452215,9.999999747e-05
303,4,0.02515249327,9.999999747e-05
304,4,0.5910864472,9.999999747e-05
305,5,0.3259661794,9.999999747e-05
306,5,0.2276658267,9.999999747e-05
307,5,0.1246789098,9.999999747e-05
308,5,0.003288579173,9.999999747e-05
309,5,0.1092079803,9.999999747e-05
310,5,0.006015860476,9.999999747e-05
311,5,0.0478869155,9.999999747e-05
312,5,0.23411116,9.999999747e-05
313,5,0.004614500329,9.999999747e-05
314,5,0.09698526561,9.999999747e-05
315,5,0.1662020385,9.999999747e-05
316,5,0.03467462584,9.999999747e-05
317,5,0.07042826712,9.999999747e-05
318,5,0.0027042164,9.999999747e-05
319,5,0.009009369649,9.999999747e-05
320,5,0.3700793684,9.999999747e-05
321,5,0.18400307,9.999999747e-05
322,5,0.01754312776,9.999999747e-05
323,5,0.1518843472,9.999999747e-05
324,5,0.2420913726,9.999999747e-05
325,5,0.04010852799,9.999999747e-05
326,5,0.2249497175,9.999999747e-05
327,5,0.3416971564,9.999999747e-05
328,5,0.004397580866,9.999999747e-05
329,5,0.2391301841,9.999999747e-05
330,5,0.06105417013,9.999999747e-05
331,5,0.3656876981,9.999999747e-05
332,5,0.33078897,9.999999747e-05
333,5,0.5392454863,9.999999747e-05
334,5,0.2138528675,9.999999747e-05
335,5,0.008302693255,9.999999747e-05
336,5,0.01924736425,9.999999747e-05
337,5,0.2789439261,9.999999747e-05
338,5,0.3759976029,9.999999747e-05
339,5,0.1867832541,9.999999747e-05
340,5,0.3384244144,9.999999747e-05
341,5,0.08869296312,9.999999747e-05
342,5,0.008904339746,9.999999747e-05
343,5,0.03442841396,9.999999747e-05
344,5,0.03582635149,9.999999747e-05
345,5,0.4363827705,9.999999747e-05
346,5,0.076078251,9.999999747e-05
347,5,0.009461903945,9.999999747e-05
348,5,0.0888523981,9.999999747e-05
349,5,0.06173545867,9.999999747e-05
350,5,0.2820280194,9.999999747e-05
351,5,0.3361040056,9.999999747e-05
352,5,0.01680178195,9.999999747e-05
353,5,0.194928959,9.999999747e-05
354,5,0.03427321464,9.999999747e-05
355,5,0.1418108046,9.999999747e-05
356,5,0.007948496379,9.999999747e-05
357,5,0.4998370409,9.999999747e-05
358,5,0.07845919579,9.999999747e-05
359,5,0.01056718268,9.999999747e-05
360,5,0.1981187612,9.999999747e-05
361,5,0.004314947873,9.999999747e-05
362,5,0.01172489952,9.999999747e-05
363,5,0.2393119782,9.999999747e-05
364,5,0.03765727207,9.999999747e-05
365,5,0.01172990631,9.999999747e-05
366,5,0.07928886265,9.999999747e-05
367,5,0.008088467643,9.999999747e-05
368,5,0.01691842824,9.999999747e-05
369,5,0.4296394587,9.999999747e-05
370,5,0.002532208106,9.999999747e-05
371,5,0.2048491091,9.999999747e-05
372,5,0.2934123278,9.999999747e-05
373,5,0.002896296326,9.999999747e-05
374,5,0.8159419298,9.999999747e-05
375,5,0.05113165826,9.999999747e-05
376,5,0.00630867295,9.999999747e-05
377,5,0.001893580426,9.999999747e-05
378,5,0.1316165626,9.999999747e-05
379,5,0.1149141639,9.999999747e-05
380,5,0.03191366047,9.999999747e-05
381,6,0.4280845523,9.999999747e-05
382,6,0.1348197311,9.999999747e-05
383,6,0.007016961463,9.999999747e-05
384,6,0.01762818918,9.999999747e-05
385,6,0.01421129517,9.999999747e-05
386,6,0.2281759977,9.999999747e-05
387,6,0.3975200057,9.999999747e-05
388,6,0.2784594893,9.999999747e-05
389,6,0.2827214301,9.999999747e-05
390,6,0.03695126995,9.999999747e-05
391,6,0.1021437347,9.999999747e-05
392,6,0.1173203886,9.999999747e-05
393,6,0.009794401936,9.999999747e-05
394,6,0.0473450385,9.999999747e-05
395,6,0.08230330795,9.999999747e-05
396,6,0.2860108316,9.999999747e-05
397,6,0.5762076974,9.999999747e-05
398,6,0.03506902978,9.999999747e-05
399,6,0.02924086899,9.999999747e-05
400,6,0.002322477056,9.999999747e-05
401,6,0.2200432122,9.999999747e-05
402,6,0.1555638015,9.999999747e-05
403,6,0.02325035445,9.999999747e-05
404,6,0.275090307,9.999999747e-05
405,6,0.01068288181,9.999999747e-05
406,6,0.01156965084,9.999999747e-05
407,6,0.03991886228,9.999999747e-05
408,6,0.5604150295,9.999999747e-05
409,6,0.03883968666,9.999999747e-05
410,6,0.1220466644,9.999999747e-05
411,6,0.01355380099,9.999999747e-05
412,6,0.06815438718,9.999999747e-05
413,6,0.05495224148,9.999999747e-05
414,6,0.4280951321,9.999999747e-05
415,6,0.09448068589,9.999999747e-05
416,6,0.284403652,9.999999747e-05
417,6,0.1066502556,9.999999747e-05
418,6,0.1682411432,9.999999747e-05
419,6,0.003899136093,9.999999747e-05
420,6,0.04766911641,9.999999747e-05
421,6,0.002126905601,9.999999747e-05
422,6,0.03021956794,9.999999747e-05
423,6,0.08879227191,9.999999747e-05
424,6,0.1250225455,9.999999747e-05
425,6,0.05258263275,9.999999747e-05
426,6,0.3803215623,9.999999747e-05
427,6,0.08688879013,9.999999747e-05
428,6,0.2344828099,9.999999747e-05
429,6,0.5637506247,9.999999747e-05
430,6,0.1286672205,9.999999747e-05
431,6,0.3674654365,9.999999747e-05
432,6,0.02789405733,9.999999747e-05
433,6,0.004425896332,9.999999747e-05
434,6,0.1149470955,9.999999747e-05
435,6,0.01190044172,9.999999747e-05
436,6,0.01449790597,9.999999747e-05
437,6,0.3221212327,9.999999747e-05
438,6,0.1122120917,9.999999747e-05
439,6,0.3208158612,9.999999747e-05
440,6,0.05514876917,9.999999747e-05
441,6,0.07450378686,9.999999747e-05
442,6,0.05811442062,9.999999747e-05
443,6,0.1280944496,9.999999747e-05
444,6,0.2012976557,9.999999747e-05
445,6,0.1144009233,9.999999747e-05
446,6,0.01898565888,9.999999747e-05
447,6,0.002020779066,9.999999747e-05
448,6,0.0349418819,9.999999747e-05
449,6,0.2421839237,9.999999747e-05
450,6,0.04058349878,9.999999747e-05
451,6,0.4543475509,9.999999747e-05
452,6,0.002257023007,9.999999747e-05
453,6,0.04365062714,9.999999747e-05
454,6,0.009539945051,9.999999747e-05
455,6,0.04210193083,9.999999747e-05
456,6,0.002559657907,9.999999747e-05
457,7,0.1035912335,9.999999747e-05
458,7,0.1570336074,9.999999747e-05
459,7,0.06981603056,9.999999747e-05
460,7,0.156049192,9.999999747e-05
461,7,0.3326537311,9.999999747e-05
462,7,0.04124059901,9.999999747e-05
463,7,0.06483992934,9.999999747e-05
464,7,0.004045014735,9.999999747e-05
465,7,0.008536811918,9.999999747e-05
466,7,0.00713016605,9.999999747e-05
467,7,0.4057178497,9.999999747e-05
468,7,0.07745285332,9.999999747e-05
469,7,0.039605923,9.999999747e-05
470,7,0.009773390368,9.999999747e-05
471,7,0.1526032686,9.999999747e-05
472,7,0.01976537704,9.999999747e-05
473,7,0.05715645477,9.999999747e-05
474,7,0.26832515,9.999999747e-05
475,7,0.3288654983,9.999999747e-05
476,7,0.9204865098,9.999999747e-05
477,7,0.2793820798,9.999999747e-05
478,7,0.2306098491,9.999999747e-05
479,7,0.276101917,9.999999747e-05
480,7,0.4222833812,9.999999747e-05
481,7,0.01274382882,9.999999747e-05
482,7,0.5429517627,9.999999747e-05
483,7,0.04555591941,9.999999747e-05
484,7,0.06244813651,9.999999747e-05
485,7,0.09436662495,9.999999747e-05
486,7,0.1719972342,9.999999747e-05
487,7,0.01599053293,9.999999747e-05
488,7,0.0274314899,9.999999747e-05
489,7,0.009895810857,9.999999747e-05
490,7,0.6846131086,9.999999747e-05
491,7,0.06947463751,9.999999747e-05
492,7,0.5413558483,9.999999747e-05
493,7,0.3001765907,9.999999747e-05
494,7,0.4658756852,9.999999747e-05
495,7,0.0195061639,9.999999747e-05
496,7,0.03128205985,9.999999747e-05
497,7,0.01068222057,9.999999747e-05
498,7,0.04962117225,9.999999747e-05
499,7,0.3177782297,9.999999747e-05
500,7,0.1839981079,9.999999747e-05
501,7,0.01801989414,9.999999747e-05
502,7,0.1296426654,9.999999747e-05
503,7,0.008584801108,9.999999747e-05
504,7,0.01093878224,9.999999747e-05
505,7,0.06009299681,9.999999747e-05
506,7,0.04252481461,9.999999747e-05
507,7,0.388664335,9.999999747e-05
508,7,0.09375888109,9.999999747e-05
509,7,0.009162305854,9.999999747e-05
510,7,0.02703546919,9.999999747e-05
511,7,0.0802751109,9.999999747e-05
512,7,0.003046531463,9.999999747e-05
513,7,0.2395542711,9.999999747e-05
514,7,0.2294109762,9.999999747e-05
515,7,0.0498323068,9.999999747e-05
516,7,0.1439874619,9.999999747e-05
517,7,0.04115279019,9.999999747e-05
518,7,0.2955280542,9.999999747e-05
519,7,0.01114559453,9.999999747e-05
520,7,0.581897378,9.999999747e-05
521,7,0.3223293126,9.999999747e-05
522,7,0.002671912778,9.999999747e-05
523,7,0.03133746982,9.999999747e-05
524,7,0.07083304971,9.999999747e-05
525,7,0.07948572934,9.999999747e-05
526,7,0.1050714478,9.999999747e-05
527,7,0.311157316,9.999999747e-05
528,7,0.1396586299,9.999999747e-05
529,7,0.06269419193,9.999999747e-05
530,7,0.01193235163,9.999999747e-05
531,7,0.6238089204,9.999999747e-05
532,7,0.4274811745,9.999999747e-05
533,8,0.2442656904,9.999999747e-05
534,8,0.3001878262,9.999999747e-05
535,8,0.00467787683,9.999999747e-05
536,8,0.02902911417,9.999999747e-05
537,8,0.1165544018,9.999999747e-05
538,8,0.02071994729,9.999999747e-05
539,8,0.004363649525,9.999999747e-05
540,8,0.2263427675,9.999999747e-05
541,8,0.05988427997,9.999999747e-05
542,8,0.1445667595,9.999999747e-05
543,8,0.05400798842,9.999999747e-05
544,8,0.3961200714,9.999999747e-05
545,8,0.1137115061,9.999999747e-05
546,8,0.04574638605,9.999999747e-05
547,8,0.02991679311,9.999999747e-05
548,8,0.1712205112,9.999999747e-05
549,8,0.008970212191,9.999999747e-05
550,8,0.3294265866,9.999999747e-05
551,8,0.3549498022,9.999999747e-05
552,8,0.1945146769,9.999999747e-05
553,8,0.01134469826,9.999999747e-05
554,8,0.6624276638,9.999999747e-05
555,8,0.3659699857,9.999999747e-05
556,8,0.01494843699,9.999999747e-05
557,8,0.008894229308,9.999999747e-05
558,8,0.948510468,9.999999747e-05
559,8,0.03473644704,9.999999747e-05
560,8,0.3489508629,9.999999747e-05
561,8,0.04001166672,9.999999747e-05
562,8,0.08095355332,9.999999747e-05
563,8,0.1279081553,9.999999747e-05
564,8,0.04268430173,9.999999747e-05
565,8,0.06841548532,9.999999747e-05
566,8,0.09218980372,9.999999747e-05
567,8,0.2449378073,9.999999747e-05
568,8,0.1045124531,9.999999747e-05
569,8,0.1070454568,9.999999747e-05
570,8,0.1486538351,9.999999747e-05
571,8,0.009032067843,9.999999747e-05
572,8,0.03800416738,9.999999747e-05
573,8,0.005514828023,9.999999747e-05
574,8,0.08484090865,9.999999747e-05
575,8,0.04738013819,9.999999747e-05
576,8,0.06768212467,9.999999747e-05
577,8,0.08247350156,9.999999747e-05
578,8,0.232516095,9.999999747e-05
579,8,0.4676496685,9.999999747e-05
580,8,0.03388312832,9.999999747e-05
581,8,0.3616628349,9.999999747e-05
582,8,0.04450745136,9.999999747e-05
583,8,0.01866739616,9.999999747e-05
584,8,0.339835614,9.999999747e-05
585,8,0.002020840067,9.999999747e-05
586,8,0.02396081388,9.999999747e-05
587,8,0.05480858311,9.999999747e-05
588,8,0.06435586512,9.999999747e-05
589,8,0.2220457792,9.999999747e-05
590,8,0.05119369552,9.999999747e-05
591,8,0.08796537668,9.999999747e-05
592,8,0.03726196289,9.999999747e-05
593,8,0.009963525459,9.999999747e-05
594,8,0.02895458788,9.999999747e-05
595,8,0.1879539639,9.999999747e-05
596,8,0.2273608446,9.999999747e-05
597,8,0.08387234807,9.999999747e-05
598,8,0.1522388309,9.999999747e-05
599,8,0.3421493471,9.999999747e-05
600,8,0.3794271648,9.999999747e-05
601,8,0.5561276674,9.999999747e-05
602,8,0.004723434336,9.999999747e-05
603,8,0.1193450838,9.999999747e-05
604,8,0.2119237781,9.999999747e-05
605,8,0.1123866811,9.999999747e-05
606,8,0.006774546113,9.999999747e-05
607,8,0.3765121996,9.999999747e-05
608,8,0.3178705573,9.999999747e-05
609,9,0.5532094836,9.999999747e-05
610,9,0.1216804385,9.999999747e-05
611,9,0.01843392476,9.999999747e-05
612,9,0.3183975518,9.999999747e-05
613,9,0.2315160036,9.999999747e-05
614,9,0.02120742016,9.999999747e-05
615,9,0.2498657703,9.999999747e-05
616,9,0.2713617086,9.999999747e-05
617,9,0.5089594722,9.999999747e-05
618,9,0.5688340068,9.999999747e-05
619,9,0.003553511109,9.999999747e-05
620,9,0.09436332434,9.999999747e-05
621,9,0.1950691789,9.999999747e-05
622,9,0.01103192568,9.999999747e-05
623,9,0.1467619985,9.999999747e-05
624,9,0.01015364658,9.999999747e-05
625,9,0.002599085448,9.999999747e-05
626,9,0.2504819632,9.999999747e-05
627,9,0.007017706521,9.999999747e-05
628,9,0.006096046884,9.999999747e-05
629,9,0.00586030772,9.999999747e-05
630,9,0.1373622268,9.999999747e-05
631,9,0.1151150465,9.999999747e-05
632,9,0.1038460657,9.999999747e-05
633,9,0.02131229825,9.999999747e-05
634,9,0.4125493765,9.999999747e-05
635,9,0.05149069428,9.999999747e-05
636,9,0.5623536706,9.999999747e-05
637,9,0.03383259848,9.999999747e-05
638,9,0.2310735285,9.999999747e-05
639,9,0.0706737414,9.999999747e-05
640,9,0.21253483,9.999999747e-05
641,9,0.5331915617,9.999999747e-05
642,9,0.0147817377,9.999999747e-05
643,9,0.1186120138,9.999999747e-05
644,9,0.5223472714,9.999999747e-05
645,9,0.1072293967,9.999999747e-05
646,9,0.08763061464,9.999999747e-05
647,9,0.4002200961,9.999999747e-05
648,9,0.1683731526,9.999999747e-05
649,9,0.1337626874,9.999999747e-05
650,9,0.04973006621,9.999999747e-05
651,9,0.03774407879,9.999999747e-05
652,9,0.04246186465,9.999999747e-05
653,9,0.6567129493,9.999999747e-05
654,9,0.006043849047,9.999999747e-05
655,9,0.2948946655,9.999999747e-05
656,9,0.4037647247,9.999999747e-05
657,9,0.2079597861,9.999999747e-05
658,9,0.4556280673,9.999999747e-05
659,9,0.002602166962,9.999999747e-05
660,9,0.1002548337,9.999999747e-05
661,9,0.2467065752,9.999999747e-05
662,9,0.8058363199,9.999999747e-05
663,9,0.06740113348,9.999999747e-05
664,9,0.003951460589,9.999999747e-05
665,9,0.1987044215,9.999999747e-05
666,9,0.01167197619,9.999999747e-05
667,9,0.2101582885,9.999999747e-05
668,9,0.5916430354,9.999999747e-05
669,9,0.05590073764,9.999999747e-05
670,9,0.05896342918,9.999999747e-05
671,9,0.008272066712,9.999999747e-05
672,9,0.02061743848,9.999999747e-05
673,9,0.006329945289,9.999999747e-05
674,9,0.1240980029,9.999999747e-05
675,9,0.005111663137,9.999999747e-05
676,9,0.1648806781,9.999999747e-05
677,9,0.04242940992,9.999999747e-05
678,9,0.01976665482,9.999999747e-05
679,9,0.09350069612,9.999999747e-05
680,9,0.03372298554,9.999999747e-05
681,9,0.0269435849,9.999999747e-05
682,9,0.2791880369,9.999999747e-05
683,9,0.03809928894,9.999999747e-05
684,9,0.156015113,9.999999747e-05
685,10,0.0636357218,9.999999747e-05
686,10,0.09198482335,9.999999747e-05
687,10,0.0921497196,9.999999747e-05
688,10,0.09436352551,9.999999747e-05
689,10,0.01230894774,9.999999747e-05
690,10,0.04462889582,9.999999747e-05
691,10,0.00294348062,9.999999747e-05
692,10,0.034537673,9.999999747e-05
693,10,0.1435647011,9.999999747e-05
694,10,0.005425993819,9.999999747e-05
695,10,0.3857581913,9.999999747e-05
696,10,0.4509062767,9.999999747e-05
697,10,0.007210025098,9.999999747e-05
698,10,0.04262783751,9.999999747e-05
699,10,0.07815988362,9.999999747e-05
700,10,0.05153612047,9.999999747e-05
